ВМО;УГМС;ТИП;НАЗВАНИЕ;Latitude;Longitude;ВЫС;ОПИСАНИЕ;РЕГИОН;ОТКРЫТИЕ;ИЗМЕНЕНИЯ;КОНСЕРВАЦИЯ;ЗАКРЫТИЕ
32069;Сахалинское;Морская гидрометстанция;Пильво;50.05;142.1;4;CAXAЛИHCKAЯ OБЛ., CMИPHOBCKИЙ P-H, П.ПИЛЬBO;165;11.08.1932;11.08.32 30 TИП, 1947 MГ-II;–;не закрыто
32077;Сахалинское;Метеорологическая станция;Онор;50.23;142.5;181;CAXAЛИHCKAЯ OБЛ., CMИPHЫXOBCKИЙ P-H, П.OHOP, MИPA, 7A;165;01.02.1933;C 1898-1905 ПOCT, C 1933 8 TИП, C 1958 M-II, С 1988 М-III, С 01.02.04 М-II;–;не закрыто
32092;Сахалинское;Метеорологическая станция;Первомайск;49.97;143.2;190;CAXAЛИHCKAЯ OБЛ., CMИPHЫXOBCKИЙ Р-Н, П.ПEPBOMAЙCK, УЛ.HAБEPEЖHAЯ, 1;165;30.06.1978;C 30.06.78 M-II, 15.06.81 CЛ-I, С 01.08.97 М-II;–;не закрыто
32143;Сахалинское;Метеорологическая станция;Огоньки;46.78;142.4;38;CAXAЛИHCKAЯ OБЛ., AHИBCKИЙ P-H, П. OГOHЬKИ;165;08.04.1970;08.04.70 M-II, 01.01.95 МП-I, 01.01.98 М-III;–;не закрыто
32167;Сахалинское;АМСГ;Менделеево;43.91;145.6;185;CAXAЛИHCKAЯ OБЛ., ЮЖHO-KУPИЛЬCKИЙ P-H, П.MEHДEЛEEBO, AЭPOПOPT AMCГ;165;01.01.1967;C 1967 AMCГ-III-MП-II, 1988 AMCГ-III, С 08.12.95 АМСГ-IV;–;не закрыто
32165;Сахалинское;Морская гидрометстанция;Южно-Курильск;44.02;145.8;49;CAXAЛИHCKAЯ OБЛ., ЮЖHO-KУPИЛЬCK, AЭPOЛOГИЧECKAЯ CTAHЦИЯ;165;05.10.1946;1946-1950 31 TИП, C 17.06.50 MГ-II, 1957 MГ-II/AЭ-II, 02.1976 AЭ/MГ-II, С 01.07.96 МГ-II;–;не закрыто
32150;Сахалинское;Гидрологическая станция;Южно-Сахалинск;46.95;142.7;24;CAXAЛИHCKAЯ OБЛ., ЮЖHO-CAXAЛИHCK, ДEПOBCKAЯ, 47;165;01.02.1946;1946 7 TИП, 11.1946-05.1947 3 TИП, 17.05.1947-22.02.54 14 TИП, 23.02.54-31.12.56 16 TИП, 1.04.47 AЭ, 01.01.57-30.3.59 Г-I,1,1, 04.53 Г-I, 03.1973 Г-I/AЭ;–;не закрыто
32166;Сахалинское;Метеорологическая станция;Малокурильское;43.88;146.8;63;CAXAЛИHCKAЯ OБЛ., ЮЖНО-КУРИЛЬСКИЙ Р-Н, П.MAЛOKУPИЛЬCKOE;165;19.10.1946;C 1946 Г-II, С 20.10.63 М-II;–;не закрыто
32085;Сахалинское;АМСГ;Шахтерск;49.18;142;17;CAXAЛИHCKAЯ OБЛ., УГЛEГOPCKИЙ P-H, Г.ШAXTEPCK AMCГ;165;05.12.1959;1959 AMCГ-II, 1961 AMCГ-II-MП-II, 1963 AMCГ-III, С 01.01.94 АМСГ-IV;–;не закрыто
32174;Сахалинское;Морская гидрометстанция;Курильск;45.25;147.8;28;CAXAЛИHCKAЯ OБЛ., П.KУPИЛЬCK, ГИДPOMETCTAHЦИЯ;165;01.07.1950;1902-1945 ЯПOHCKAЯ ГMC, 01.07.50 MГ-II, 1958-1962 99Б, 1963 MГ-II;–;не закрыто
32136;Сахалинское;Морская гидрометстанция;Стародубское;47.42;142.8;13;CAXAЛИHCKAЯ OБЛ., ДOЛИHCKИЙ P-H, П.CTAPOДУБCKOE, PЫБHAЯ, 33;165;10.06.1949;1949-03.1958 MГ-II, 1958-1963 M-II, 1963 MГ-II;–;не закрыто
32128;Сахалинское;Гидрометеобюро;Холмск;47.05;142;41;CAXAЛИHCKAЯ OБЛ., Г.XOЛMCK, УЛ.AДMИPAЛA MAKAPOBA;165;01.11.1945;1907-1945 ЯПOHCKAЯ MП-II, 01.11.45-1947 31 TИП, 1947-1957 27 TИП, 1957 MГ-I, 1.09.64 ГMБ-I/MГ-II, 1976 ГMБ-I/CЛ-MГ-II;–;не закрыто
32013;Сахалинское;Морская гидрометстанция;Ныврово;54.33;142.6;9;CAXAЛИHCKAЯ OБЛ., Г.OXA, AMCГ, ДЛЯ HЫBPOBO;165;31.10.1978;31.10.78 MГ-II;–;не закрыто
32010;Сахалинское;АМСГ;Оха;53.5;142.9;37;CAXAЛИHCKAЯ OБЛ., Г.OXA, AЭPOПOPT;165;01.01.1932;1.01.32 AMCГ (ГИДPOCAMOЛETOM) М-II, 1948 AMCГ-III-M-II, 16.10.57 AMCГ-II-M-II, 1.08.65 AMCГ-II, 1988 AMCГ-II;–;не закрыто
32017;Сахалинское;Морская гидрометстанция;Одопту;53.4;143.2;12;CAXAЛИHCKAЯ OБЛ., Г.OXA, ГЛABПOЧTAMT, ДO BOCTPEБOBAHИЯ;165;01.04.1973;C 1.04.75 MГ-II, C 23.08.75 MГ-I, C 1.03.88 MГ-II;–;не закрыто
32145;Сахалинское;Метеорологическая станция;Невельск;46.67;141.8;22;CAXAЛИHCKAЯ OБЛ., Г.HEBEЛЬCK, CHEГOЛABИHHAЯ CTAHЦИЯ;165;01.11.1972;C 1972 CЛ, С 01.02.1993 М-II;–;не закрыто
32215;Сахалинское;Аэрологическая станция;Северо-Курильск;50.68;156.1;23;CAXAЛИHCKAЯ OБЛ., Г.CEBEPO-KУPИЛЬCK, П/Я 36;165;30.09.1973;C 1959-1980 ГMБ-II, 1980-1985 OЦC-ГMБ-II-CЛ, C 26.11.68-1985 AЭ-II-1, C 1.02.85 ГMБ-I/AЭ-CЛ-1, С 1990 ГМБ-1/АЭ-7, С 01.08.1997 АЭ-1/МГ-II;–;не закрыто
32061;Сахалинское;Гидрометобсерватория;Александровск-Сахалинский;50.9;142.1;31;CAXAЛИHCKAЯ OБЛ., Г.AЛEKCAHДPOBCK-CAXAЛИHCKИЙ, УЧEБHAЯ 32;165;06.01.1881;1881-1920 МП, 1920-1925 ЯПOHCKAЯ ГMC, 1925 MГ-II, 1950 31TИП, 1951 26TИП-MГ-I/AЭ-II, 16.02.65 ГMO/AЭ-II-Г-I-MГ-II, 01.12.97 Г-1/АЭ-МГ-2, С 01.03.02 ГМО/АЭ-Г-1-МГ-2;–;не закрыто
32088;Сахалинское;Гидрометеобюро;Углегорск;49.07;142;43;CAXAЛИHCKAЯ OБЛ., Г.УГЛEГOPCK, ЗEЛEHAЯ, 1;165;03.04.1946;C 1939 ЯПOHCKAЯ MГ-II, C 1.04.46 10 TИП, C 01.12.46 MГ-II, C 1.02.80 CЛ/MГ-II, C 01.09.82 CЛ/I-II-MГ-II, 26.03.84 ГMБ-II/CЛ-Г-II-MГ-II, C 1.02.88 CЛ/Г-I-MГ-II, С 01.02.91 ГМБ-II/СЛ-Г-II-МГ-II, С 01.12.97 ГМБ-II/МГ-II;–;не закрыто
32098;Сахалинское;Гидрологическая станция;Поронайск;49.22;143.1;8;CAXAЛИHCKAЯ OБЛ., Г.ПOPOHAЙCK, УЛ.BOCTOЧHAЯ, 125, KB.43;165;01.01.1943;1907-1945 ПО ЯПOHCKOЙ ПPOГPAMME, 1943-1963 M-II, 1959 M-II7E, 1963 Г-I-1, 1969 Г-I/AЭ-II-1, 1.02.88 Г-I/AЭ-I C OП.ПPOГHOCT.ГP.;–;не закрыто
32133;Сахалинское;Метеорологическая станция;Долинск;47.33;142.8;11;CAXAЛИHCKAЯ OБЛ., Г.ДOЛИHCK, УЛ.ШЕВЧЕНКО, 42;165;01.07.1946;1897 ПO ПPOГPAMME METEOCTAHЦИИ, 1907 ПO ПPOГPAMME ЯПOHCKOЙ CЛУЖБЫ, 01.07.46.14 II;–;не закрыто
32116;Сахалинское;Метеорологическая станция;Макаров;48.62;142.7;37;CAXAЛИHCKAЯ OБЛ., Г. MAKAPOB, KOMMУHИCTИЧECKAЯ, 10Б;165;01.07.1950;C 1.07.1950 31 TИП, 1974 MГ-II, 1.03.88 M-II;–;не закрыто
34083;Приволжское;Метеорологическая станция;Хвалынск;52.5;48.08;88;CAPATOBCKAЯ OБЛ., XBAЛЫHCKИЙ P-H, Г.XBAЛЫHCK, УЛ.POCC.PECПУБЛИKA, Д.47;164;01.02.1913;(С 1873-1900 ПОСТ), С 01.02.1913-01.10.1942 (С ПЕРЕРЫВАМИ) СТ.2 Р., C 01.11.1942 CT.10T., C 15.07.59 M-II;–;не закрыто
34163;Приволжское;Метеорологическая станция;Октябрьский Городок;51.63;45.45;201;CAPATOBCKAЯ OБЛ., TATИЩEBCKИЙ Р-Н, C.OKTЯБPЬCKИЙ ГOPOДOK, УЛ.ТИМИРЯЗЕВА;164;01.01.1847;(ДО 1931 НАЗЫВ. НИКОЛАЕВСКОЕ), ДO 1942 CT.II P., C 1942 CT.10 T., C 01.01.1957 M-II;–;не закрыто
34056;Приволжское;Метеорологическая станция;Ртищево;52.25;43.78;213;CAPATOBCKAЯ OБЛ., PTИЩEBCKИЙ PAЙOH, Г.PTИЩEBO, УЛ. PAБOЧAЯ, Д.33A;164;01.04.1899;C 1899 CT II P., C 10.42 CT.10T., C 01.01.57 M-II;–;не закрыто
34199;Приволжское;Метеорологическая станция;Озинки;51.2;49.73;104;CAPATOBCKAЯ OБЛ., OЗИHCKИЙ Р-Н, P.П.OЗИHKИ, УЛ.МАЛИНА, 2-А;164;10.11.1927;C 10.11.1927 CT.2 Р., С 01.11.1942 СТ.10 Т., C 10.05.48 CT.8 TИПA, C 01.01.1957 M-II;–;не закрыто
34173;Приволжское;Метеорологическая станция;Маркс;51.7;46.73;29;CAPATOBCKAЯ OБЛ., MAPKCOBCKИЙ Р-Н, Г.MAPKC, УЛ.KPACHAЯ, Д.152;164;20.06.1932;ДO 1932 ПOCT (НАЧ. НАБЛ. ПО ПРОГР. ПОСТА С 1893 С ПЕРЕРЫВ.), C 1932 CT.II P., С 1941 НАЗВ-Е МАРКС (РАНЕЕ ЕКАТЕРИНШТАДТ ДО 1918, МАРКСШТАДТ ДО 1940), С 01.11.1942 СТ.10 Т., C 01.01.1957 M-II;–;не закрыто
34169;Приволжское;Метеорологическая станция;Сплавнуха;51.07;45.38;197;CAPATOBCKAЯ OБЛ., KPACHOAPMEЙCKИЙ Р-Н, C.CПЛABHУXA, УЛ.ЛЕНИНА, 36;164;20.05.1941;C 20.05.1941 СТ.2 Р., С 01.10.1942 CT.13 T., (ДО 1944 НАЗЫВ. ГУКК), C 01.01.57 M-III, C 15.07.59 M-II;–;не закрыто
34164;Приволжское;Метеорологическая станция;Калининск;51.48;44.5;152;CAPATOBCKAЯ OБЛ., KAЛИHИHCKИЙ P-H, Г.KAЛИHИHCK, УЛ.ДОРОЖНАЯ, Д.1-А;164;20.06.1973;C 20.06.1973 M-II, (АГРО 1973-1987, ВОССТАНОВЛЕНЫ С 01.09.2002);–;не закрыто
34289;Приволжское;Метеорологическая станция;Новоузенск;50.43;48.13;36;CAPATOBCKAЯ OБЛ., HOBOУЗEHCKИЙ Р-Н, Г.HOBOУЗEHCK, УЛ.BOKЗAЛЬHAЯ, 23;164;01.04.1899;С 1899-1918 И 01.06.1926-1942 СТ. 2 Р. (С 1918-1926 НЕ РАБ., РАЗГРОМЛЕНА), 1943 CT.8T., C 17.03.45 CT.10T., C 01.01.57 M-II;–;не закрыто
34059;Приволжское;Метеорологическая станция;Росташи;51.87;43.58;163;CAPATOBCKAЯ OБЛ., APKAДAKCKИЙ P-H, П.POCTАШИ;164;01.07.1950;C 01.07.50 CПEЦИAЛЬHAЯ, (ДО 09.1956 НАЗЫВ. ЛЕСОГИДРОМЕТСТ-Я ПРИ СОВХОЗЕ ИМ.НАНСЕНА), C 1958 A, 1.10.1967 M-II;–;не закрыто
34391;Приволжское;Метеорологическая станция;Александров Гай;50.15;48.55;25;CAPATOBCKAЯ OБЛ., AЛEKCAHДPOBO-ГAЙCKИЙ P-H, CT.AЛEKCAHДPOB ГAЙ;164;01.01.1927;1891-1900, 1907-15 ПОСТ, 1927 ДO 11.42 CT.II P., C 11.42 TИП 10, C 1.01.57 M-II;–;не закрыто
34063;Приволжское;Метеорологическая станция;Петровск;52.28;45.4;199;CAPATOBCKAЯ OБЛ., ПETPOBCKИЙ P-H, Г.ПETPOBCK-4, УЛ.ДИМИТРОВА, Д.2-А;164;09.09.1936;C 1933 В/ПOCT, 1936 MC, C 10.42 CT. 9 T., C 17.03.45 CT. 10 T., C 01.01.57 M-II;–;не закрыто
35007;Приволжское;Метеорологическая станция;Перелюб;51.87;50.33;71;CAPATOBCKAЯ OБЛ., ПEPEЛЮБCKИЙ P-H, C.ПEPEЛЮБ, УЛ.ПEPBOMAЙCKAЯ, 148;164;01.01.1933;(1894 1926 И 1930-1933 ПОСТ, C 1933 CT. IIP., C 10.1942 TИП 10, C 01.01.1957 M-II;–;не закрыто
34098;Приволжское;Метеорологическая станция;Пугачев;52.03;48.83;38;CAPATOBCKAЯ OБЛ., ПУГAЧEBCKИЙ P-H, Г.ПУГAЧEB, УЛ.ПЛАНЕРНАЯ, 0/2;164;01.01.1891;C 1891 CT.IIIP., C 1899 CT.II P., (ДО 1918 НАЗЫВ. НИКОЛАЕВСК, С 1926 ПУГАЧЕВСК), C 1943 CT.10 T., C 25.11.44 CT.9 T, C 15.07.47 CT.16T., C 01.01.57 Г-I, C 16.12.64 Г-II, C 5.08.65 M-II;–;не закрыто
34273;Приволжское;АМСГ;Красный Кут;50.95;46.97;50;CAPATOBCKAЯ OБЛ., Г.KPACHЫЙ KУT, АВИАГОРОДОК;164;30.06.1948;C 30.06.1948 52/7, C 1957 M-II, C 4.07.1960 AMCГ-II С 01.01.2012Г. В СОСТАВЕ ФГБУ АВИАМЕТТЕЛЕКОМ РОСГИДРОМЕТА;–;не закрыто
34186;Приволжское;Метеорологическая станция;Ершов;51.37;48.3;111;CAPATOBCKAЯ OБЛ., Г.EPШOB, УЛ.ЮЖНАЯ, 1, АГPOMETCTAHЦИЯ;164;01.04.1899;ДO 1.03.45 CT.2T., C 1.03.45 CT 7T., C 16.08.51 А-I, С 16.04.52 ЛЕСОГИДРОМЕТСТ-Я 1 Р., С 01.01.57 А, С 01.04.98 М-II;–;не закрыто
34069;Приволжское;Метеорологическая станция;Аткарск;51.87;45.03;208;CAPATOBCKAЯ OБЛ., Г.ATKAPCK;164;01.01.1915;(С 1899 ПОСТ (С ПЕРЕРЫВАМИ), С 1915 (С ПЕРЕРЫВ.) СТ.2 Р., С 1942 СТ.10 Т., С 06.07.1949 СТ.8 Т., С 01.01.1957 М-II, (С 1959-1961 ПАРАЛЛЕЛ.НАБЛ-Я), C 01.11.78 AMCГ-II, С 16.09.92 М-II;–;не закрыто
34085;Приволжское;АМСГ;Балаково аэропорт;52.03;47.8;37;CAPATOBCKAЯ OБЛ., БAЛAKOBCKИЙ P-H, Г.БAЛAKOBO, AЭPOПOPT;164;01.11.1960;C 1.11.60 AMCГ-III, C 1964 AMCГ-IV, C 1.10.70 AMCГ-III, C 20.01.78 AMCГ-II C 18.12.01 ЗАКРЫТА;–;18.12.2001
34152;Приволжское;Метеорологическая станция;Балашов;51.55;43.15;159;CAPATOBCKAЯ OБЛ., БAЛAШOBCKИЙ P-H, Г.БAЛAШOB, 208КМ;164;01.04.1899;С 01.04.1899 ДO 1942 CT.II PAЗP., C 1942 8TИПA, C 03.45 10T, C 01.56 4T, C 01.57 M-II, C 06.57 Г-I, C 1964 Г-II, C 10.03.1970 M-II;–;не закрыто
34072;Приволжское;Метеорологическая станция;Карабулак;52.33;46.37;302;CAPATOBCKAЯ OБЛ., Б.KAPAБУЛAKCKИЙ Р-Н, П.CBOБOДHЫЙ, УЛ.РАБОЧАЯ, 3-А;164;01.01.1899;C 1899 CT.2 Р., С 01.05.1943 СТ.10 Т., C 01.01.57 M-II;–;не закрыто
34139;Центрально-Черноземное;Воднобалансовая станция;Каменная Степь;51.05;40.7;194;BOPOHEЖCKAЯ OБЛ., TAЛOBCKИЙ P-H, Г.KAMEHHAЯ CTEПЬ, МЕТЕОCTAHЦИЯ;136;01.01.1899;C 1913 ПO HACT.BPEMЯ,ПEPEPЫB 15.07.42-16.08.42,1961-1963 A,С 01.01.1964 ГMO,;–;не закрыто
34247;Центрально-Черноземное;Аэрологическая станция;Калач;50.42;41.05;92;BOPOHEЖCKAЯ OБЛ., KAЛAЧЕЕВСКИЙ Р-Н, С.ЗАБРОДЫ, УЛ.СТЕПНАЯ,62,AЭPOЛOГИЧECKAЯ CT.;136;01.01.1914;METEO 1914-1918, 1929-1942, C 1944-1960 М-II, C 1961 АЭ;–;не закрыто
34121;Центрально-Черноземное;Воднобалансовая станция;Нижнедевицк;51.55;38.38;182;BOPOHEЖCKAЯ OБЛ., C.HИЖHEДEBИЦK, УЛ.BOPOHEЖCKAЯ, 14, МЕТЕОCTAHЦИЯ;136;01.01.1894;METEO 1894-1902, 1915-1918, C 01.07.1953 С(СТОКОВАЯ), С 25.12.1968 В, С 01.01.1992 М-2, С 01.07.1993 В;–;не закрыто
34336;Центрально-Черноземное;Метеорологическая станция;Богучар;49.93;40.57;84;BOPOHEЖCKAЯ OБЛ., Г.БOГУЧAP, УЛ.1 МАЯ, Д.25, METEOCTAHЦИЯ;136;01.01.1897;METEO 1897-1909, 1912-1918, 1923-1942, C 1943 M-II;–;не закрыто
34238;Центрально-Черноземное;Метеорологическая станция;Анна;51.48;40.42;154;BOPOHEЖCKАЯ OБЛ., ПГТ АННА, УЛ.ЧEXOBA, 25A, METEOCTAHЦИЯ;136;01.01.1911;1911-1916, 1926-1930, C 1932-II P., 1965 M-II;–;не закрыто
34362;Северо-Кавказское;Метеорологическая станция;Ольховка;49.87;44.55;76;BOЛГOГPAДCKAЯ OБЛ., OЛЬXOBCKИЙ P-H, C.OЛЬXOBKA, УЛ.60 ЛЕТ СССР, METEOCTAHЦИЯ;134;01.04.1911;М 1911-19, M-III 1957-58, M-II 1958-64, M-III 1964-65, M-II 1965-;–;не закрыто
34452;Северо-Кавказское;Метеорологическая станция;Клетский;49.3;43.08;91;BOЛГOГPAДCKAЯ OБЛ., KЛETCKИЙ P-H, ПOC.KЛETCKИЙ, METEOCTAHЦИЯ;134;16.08.1936;M-II 1936-42 M-10TИПA 1943-51 M-9TИПA 1952-56, M-II 1957-68 AMCГ-IV 1968-83 M-II 1983-;–;01.01.1991
34253;Северо-Кавказское;Метеорологическая станция;Елань;50.95;43.73;133;BOЛГOГPAДCKAЯ OБЛ., EЛAHCKИЙ P-H, ПOC.EЛAHЬ, УЛ.MИPA, 1, METEOCTAHЦИЯ;134;01.04.1889;М 1889-1915, M 1936-41, ГM 1941-42, M 9 TИПA 1943-48, M 20 TИПA 1948-51, M 8 TИПA 1951-56, M-II 1957-;–;не закрыто
34555;Северо-Кавказское;Метеорологическая станция;Нижний Чир;48.33;43.12;74;BOЛГOГPAДCKAЯ OБЛ., CУPOBИKИHCKИЙ P-H, ПOC.HИЖHИЙ ЧИP, METEOCTAHЦИЯ;134;01.01.1877;Г 1877-1920, 1922-42, M 1908-19, 1923-42, M 9 TИПA 1943-52, M 23 TИПA 1952-56, M 9 TИПA 1956, M-II 1957-;–;не закрыто
34476;Северо-Кавказское;Метеорологическая станция;Эльтон;49.13;46.85;6;BOЛГOГPAДCKAЯ OБЛ., ПAЛЛACOBCKИЙ P-H, ПOC.ЭЛЬTOH, УЛ.ЛУГOBAЯ, 54, METEOCTAHЦИЯ;134;01.10.1913;M 1913-42, M 10 TИПA 1943-56, M-II 1957-;–;не закрыто
34461;Северо-Кавказское;Метеорологическая станция;Иловля;49.3;44;44;BOЛГOГPAДCKAЯ OБЛ., ИЛOBЛИHCKИЙ P-H, ПOC.ИЛOBЛЯ, УЛ.COBETCKAЯ, 15, METEOCTAHЦИЯ ;134;01.05.1890;М 1890-1902, M 1930-43, M 10 TИПA 1943-44, M 7 TИПA 1945-49, ГM 20 TИПA 1950-51, ГM 16 TИПA 1952-54, M 8 TИПA 1955-56, M-II 1957-;–;не закрыто
34267;Северо-Кавказское;Метеорологическая станция;Даниловка;50.37;44.12;102;BOЛГOГPAДCKAЯ OБЛ., ДAHИЛOBCKИЙ P-H, ПOC.ДAHИЛOBKA, УЛ.ЦEHTPAЛЬHAЯ, 128, METEOCTAHЦИЯ;134;01.12.1936;M 1936-42, M 10 TИПA 1943-56, M-II 1957-;–;не закрыто
34655;Северо-Кавказское;Метеорологическая станция;Котельниково;47.63;43.15;47;BOЛГOГPAДCKAЯ OБЛ., Г.KOTEЛЬHИKOBO, УЛ.CEBEPHAЯ, 12, METEOCTAHЦИЯ;134;01.02.1924;M 1924-42, 1943-46, M 10 TИПA 1946-48, M 8 TИПA 1948-53, M 10 TИПA 1953-56, M-II 1957-;–;не закрыто
34363;Северо-Кавказское;Метеорологическая станция;Камышин;50.07;45.37;119;BOЛГOГPAДCKAЯ OБЛ., Г.KAMЫШИH-12, АЭРОПОРТ, METЕОCTAHЦИЯ;134;01.01.1899;M 1899-1919, M-II 1927-50, AMCГ-54/7 TИПA 1950-63, AMCГ-IV 1963-1996, М-II 1996-;–;не закрыто
34552;Северо-Кавказское;Гидрологическая станция;Калач-на-Дону;48.68;43.48;38;BOЛГOГPAДCKAЯ OБЛ., Г.KAЛAЧ-HA-ДOHУ, УЛ.ДOHCKAЯ, 88, ГИДPOMETCTAHЦИЯ;134;01.10.1908;Г 1876-1934, М 1908-09, ГM 1934-42, Г 16 TИПA 1943-56, Г-I 1957-78, Г-II 1979-81, Г-I 1981-;–;не закрыто
34254;Северо-Кавказское;Метеорологическая станция;Новоаннинский;50.53;42.68;98;BOЛГOГPAДCKAЯ OБЛ., Г.HOBOAHHИHCKИЙ-3, УЛ.ПOДTEЛKOBA, 175, METEOCTAHЦИЯ;134;11.10.1926;M 1926-42, M 10 TИПA 1943-56, M-II 1957-;–;не закрыто
34357;Северо-Кавказское;Гидрологическая станция;Серафимович;49.57;42.73;129;BOЛГOГPAДCKAЯ OБЛ., Г.CEPAФИMOBИЧ, УЛ.БУДEHHOГO, 1, ГИДPOMETCTAHЦИЯ;134;01.01.1847;М 1847...1878, Г 1877-91, ГM 1891-1918, Г 1919-21, M 1924-28, ГM 1928-42, 1943-56, Г-I 1957-;–;не закрыто
34356;Северо-Кавказское;Метеорологическая станция;Фролово;49.8;43.67;119;BOЛГOГPAДCKAЯ OБЛ., Г.ФPOЛOBO-18, УЛ.40 ЛET OKTЯБPЯ, 357, METEOCTAHЦИЯ;134;01.03.1891;М 1891...1906, M 1924-42, M 10 TИПA 1942-56, M-II 1957-58, A 1958-64, M-II 1964-;–;не закрыто
34240;Северо-Кавказское;Метеорологическая станция;Урюпинск;50.8;42;106;BOЛГOГPAДCKAЯ OБЛ., Г.УPЮПИHCK, AЭPOПOPT, METЕОCTAHЦИЯ;134;01.01.1881;M 1881-1918, 1925-42, 1943-56, AMCГ-IV 1957-1996, М-II 1996-;–;не закрыто
34373;Северо-Кавказское;Метеорологическая станция;Палласовка;50.05;46.88;37;BOЛГOГPAДCKAЯ OБЛ., Г.ПAЛЛACOBKA, УЛ.COBXOЗHAЯ, 55, METEOCTAHЦИЯ;134;01.12.1927;M 1927-42, M 10 TИПA 1942-56, M-II 1957-;–;не закрыто
34352;Северо-Кавказское;Метеорологическая станция;Михайловка;50.08;43.27;82;BOЛГOГPAДCКAЯ OБЛ., Г.MИXAЙЛOBKA-4, УЛ.СОВХОЗНАЯ, 1, METEOCTAHЦИЯ;134;01.12.1934;Г 1925-42, M 1934-42, M 9 TИПA 1943-56, M-II 1957-9, 01.12.98 ЗАКРЫТ, М-II C 01.08.2000 - ОТКРЫТ ПО РЕШЕНИЮ КОЛЛЕГИИ ОТ 07.02.00;–;не закрыто
27543;Центральное;Метеорологическая станция;Вязники;56.2;42.17;123;BЛAДИMИPCKAЯ OБЛ., BЯЗHИKОВСКИЙ Р-Н, МИКРОРАЙОН НОВОВЯЗНИКИ,МЕТЕОСТАНЦИЯ;133;01.01.1887;1887-1894 MП-II, 1914-1917 M-II, 1933-1948 M-III, 1949-1968 AMCГ-III, 1969-1988 AMCГ-II, 1988-1992 AMCГ-III, С 01.03.1992 - М-II;–;не закрыто
27549;Приволжское;ОГМС;Муром;55.6;42.03;115;BЛAДИMИPCKAЯ OБЛ., Г.MУPOM, УЛ.KOЖEBHИKИ, Д.3Б, ОБЪЕДИНЕННАЯ ГИДРОМЕТЕОРОЛОГИЧЕСКАЯ СТАНЦИЯ;133;01.01.1874;1874-1907 MП-II, 1923-1973 M-II, 1973-1987 АМСГ IV, С 1987- ОГМС;–;не закрыто
27532;Центральное;АМСГ;Владимир;56.12;40.35;172;BЛAДИMИPCKAЯ OБЛ., Г.BЛAДИMИP, AЭPOПOPT;133;01.06.1949;1949-1963 AMCГ-III, 1964-1997 AMCГ-II, 1997-2001 АМСГ-III, С 2001 АМСГ-II, С 01.01.2012 АМСГ-III ПЕРЕДАНА В АВИАМЕТТЕЛЕКОМ РОСГИДРОМЕТА;–;не закрыто
27428;Центральное;Метеорологическая станция;Александров;56.4;38.75;185;BЛAДИMИPCKAЯ OБЛ., Г.AЛEKCAHДPOB, УЛ.KOЛЬЧУГИHCKAЯ, Д.31;133;01.01.1891;1891-1919, С 1925 M-II;–;не закрыто
27437;Центральное;Метеорологическая станция;Юрьев-Польский;56.48;39.68;154;BЛAДИMИPCKAЯ OБЛ., Г.ЮPЬEB-ПOЛЬCKИЙ, ВОКЗАЛЬНЫЙ ПЕРЕУЛОК, Д.2;133;01.01.1925;С 1925-M-II;–;не закрыто
27526;Центральное;Метеорологическая станция;Петушки;55.93;39.46;148;BЛAДИMИPCKAЯ OБЛ., Г.ПETУШKИ,УЛ.BECEHHЯЯ, Д.18;133;01.01.1930;1930-НОЯБРЬ 1932 M-III, ДЕКАБРЬ 1932 M-II;–;не закрыто
27539;Центральное;Метеорологическая станция;Гусь-Хрустальный;55.6;40.65;136;BЛAДИMИPCKAЯ OБЛ., Г.ГУCЬ-XPУCTAЛЬHЫЙ, УЛ.ЖEЛEЗHOД0POЖHAЯ, Д.30;133;01.01.1927;С 1927- M-II;–;не закрыто
20744;Северное;Аэрологическая станция;Малые Кармакулы;72.36;52.71;14;APXAHГEЛЬCKAЯ OБЛ., B/Ч 77510-T, (ПOЛЯPHAЯ CTAHЦ. MAЛЫE KAPMAKУЛЫ);129;01.01.1896;М-2 1896, Г-2 1943, АЭ-2 1950, 3а 1976, 5бг 1972, ПЕРИОД МАГНИТНЫХ НАБЛЮДЕНИЙ 1977-1993, МГ-2 ИЗМЕНЕН НА АЭ С 01.03.2011Г.;–;не закрыто
22563;Северное;АМСГ;Пинега;64.73;43.41;31;APXAHГEЛЬCKАЯ OБЛ., С.ПИНЕГА, AЭPOПOPT, ABИAMETCTAHЦИЯ;129;26.06.1961;ДO 1981 AMCГ-IV-5БГ C 1.01.81 AMCГ-IV-5БBГ;–;01.04.1996
30498;Дальневосточное;Метеорологическая станция;Усть-Уркима;55.3;123.1;564;AMУPCKAЯ OБЛ., TЫHДИHCKИЙ P-H, П.УCTЬ-УPKИMA, METEOCTAHЦИЯ;128;19.07.1971;БEЗ ПEPEPЫBA;–;01.12.1993
30499;Дальневосточное;Гидрометеобюро;Тында;55.18;124.6;528;AMУPCKAЯ OБЛ., TЫHДИHCKИЙ P-H, Г.TЫHДA, УЛ.СЕМИЛЕТКА, Д.1, ГИДPOMETБЮPO;128;01.11.1925;БEЗ ПEPEPЫBA ДО 01.07.99 ГМБ ТЫНДА, С 01.07.99 ТЫНДА М-II, С 01.01.2004 ТЫНДА ГМБ;–;не закрыто
