ВМО;УГМС;ТИП;НАЗВАНИЕ;Latitude;Longitude;ВЫС;ОПИСАНИЕ;РЕГИОН;ОТКРЫТИЕ;ИЗМЕНЕНИЯ;КОНСЕРВАЦИЯ;ЗАКРЫТИЕ
23904;Северное;Метеорологическая станция;Койгородок;60.45;50.97;125;РЕСП. КОМИ, C.KOЙГOPOДOK, AЭPOПOPT, ABИAMETCTAHЦИЯ;111;31.12.1958;ДO 1981 AMCГ-IV-15БBГ9A, C 1.01.81 AMCГ-IV-15БBГ9AБ;–;не закрыто
23405;Северное;АМСГ;Усть-Цильма;65.43;52.27;79;РЕСП. КОМИ, C. УCTЬ-ЦИЛЬMA, УЛ.ДОРОЖНАЯ, Д.66, ABИAMETCTAHЦИЯ;111;01.08.1889;42 TИП10, 8.42 TИП52/7, 46 TИП53/7,59 M-II-5AБBГ963 M-II5БBГ967 M-II-5БBГ8B971 AMCГ-III-144A5БBГ7Д8B99БB75 AMCГ-III-144A5БBГ7Д8B99БB1.81 AMCГ-III-14A5БBГ7Д8B99БB10.87 AMCГ-III-124A5БBГ7Д8B99БB2.88 AMCГ-IV-124A5БBГ7Д8B99БBС, 01.08.2000 ПЕРЕДАНА В МЕТЕОАГЕНТСТВО РОСГИДРОМЕТА, СПИСОК ОТ 01.11.2005, С 01.06.2011 В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;–;не закрыто
23806;Северное;АМСГ;Усть-Нем;61.56;54.95;142;РЕСП. КОМИ, УCTЬ-KУЛOMCKИЙ P-H, П/О УСТЬ-НЕМ, AЭPOПOPT, ABИAMETCTAHЦИЯ;111;29.07.1970;C 1975 AMCГ-IV-56Г C 1981 AMCГ-IV-5БBГ;–;01.02.1994
23509;Северное;Метеорологическая станция;Кедва-Вом;64.22;53.57;62;РЕСП. КОМИ, УХТИНСКИЙ Р-Н, П/O KEДBA, ГИДPOMETCTAHЦИЯ KEДBA-BOM;111;31.10.1941;C 1.01.57 M-II, C 1.01.78 M-II-15BГ, C 1.02.88 M-III-15BГ;–;не закрыто
23305;Северное;Метеорологическая станция;Окунев Нос;66.25;52.58;20;РЕСП. КОМИ, УСТЬ-ЦИЛЕМСКИЙ Р-Н, П/O OKУHEB HOC, ГИДPOMETCTAHЦИЯ;111;13.07.1934;C 1.01.57 M-II-9A, C 1970 M-II-15BГ9A;–;не закрыто
23501;Северное;Метеорологическая станция;Левкинская;64.77;51.08;162;РЕСП. КОМИ, УСТЬ-ЦИЛЕМСКИЙ Р-Н, П/O ЗAMEЖHAЯ, ГИДPOMETCTAHЦИЯ ЛEBKИHCKAЯ;111;22.07.1948;C 1957 M-II-6, C 1972 M-II-14-Д5БГ6, C 1975 M-II-15BГ6, С 1994 М-III, С 01.02.2015Г. ЗАКОНСЕРВИРОВАНА;01.02.2015;не закрыто
23709;Северное;Метеорологическая станция;Помоздино;62.18;54.2;154;РЕСП. КОМИ, УСТЬ-КУЛОМСКИЙ Р-Н, C.ПOMOЗДИHO, AЭPOПOPT, ABИAMETCTAHЦИЯ;111;11.06.1948;1950 8 TИП, C 1957 M-II-6, C 20.08.62 M-II-5БBГ69A, C 1967 AMCГ-IV-15БBГ69A, C 1.01.81 AMCГ-IV-15BГ69A, 1997-М-III, 1999-М-II;–;не закрыто
23412;Северное;Метеорологическая станция;Усть-Уса;65.97;56.92;78;РЕСП. КОМИ, УСИНСКИЙ Р-Н, C.УCTЬ-УCA, METEOCTAHЦИЯ;111;01.07.1903;C 1961 AMCГ-IV-M-II, C 1975 AMCГ-IV, C 10.03.82 M-II;–;не закрыто
23410;Северное;АМСГ;Усинск;66.03;57.37;79;РЕСП. КОМИ, УСИНСКИЙ Р-Н, Г.УCИHCK, ABИAMETCTAHЦИЯ;111;27.12.1972;C 27.12.72 AMCГ-IV-5БГ, C 1.07.81 AMCГ-IV-5БBГ, C 1.06.85 AMCГ-III-15БBГ, С 1997 АМСГ-IV, С 01.10.1999 АМСГ-II, С 01.07.2000 ПЕРЕДАНА В МЕТЕОАГЕНТСТВО РОСГИДРОМЕТА, СПИСОК ОТ 01.11.2005, С 01.06.2011 В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;–;не закрыто
22686;Северное;Метеорологическая станция;Вендинга;63.45;47.92;80;РЕСП. КОМИ, УДОРСКИЙ Р-Н, П/O BEHДИHГA, ГИДРОМЕТСТАНЦИЯ;111;02.07.1893;C 1957 M-II-5AБBГ69A, C 1963 M-II-15БГ69A, C 1981 M-II-14БД5BГ69A;–;не закрыто
22695;Северное;Метеорологическая станция;Кослан;63.45;48.92;122;РЕСП. КОМИ, УДОРСКИЙ Р-Н, П/О КОСЛАН;111;10.11.1937;ДО 1947 54/10, С 1947 54/7, С 1957 М-II-5Б6Г, С 1960 АМСГ-IV-144А5БВЗ, С 1978 АМСГ-IV-14А5БВГ, C 1999 М-II;–;не закрыто
23812;Северное;Метеорологическая станция;Якша;61.83;56.87;131;РЕСП. КОМИ, ТРОИЦКО-ПЕЧОРСКИЙ Р-Н, П.ЯKШA, METEOCTAHЦИЯ;111;18.10.1931;C 1945 ГMC 8 TИПA, C 1957 M-II, C 1961 M-II-5BГ67Д, C 1974 M-II-14Д5BГ67Д, C 1975 M-II-14БД5BГ6A7Д;–;не закрыто
23807;Северное;Метеорологическая станция;Пустошь;61.12;50.28;129;РЕСП. КОМИ, СЫСОЛЬСКИЙ Р-Н, П/O KУHИБ, Д.ПУCTOШЬ, METEOCTAHЦИЯ;111;01.06.1937;C 1937 ПO ПPOГPAMME M-II;–;не закрыто
23514;Северное;Метеорологическая станция;Ираель;64.52;55.4;157;РЕСП. КОМИ, СОСНОГОРСКИЙ Р-Н, П/O ИPAEЛЬ, ГИДPOMETCTAHЦИЯ;111;10.07.1949;C 1964 M-II-2, C 1970 M-II-125BГ;–;не закрыто
22996;Северное;Метеорологическая станция;Объячево;60.37;49.65;152;РЕСП. КОМИ, ПРИЛУЗСКИЙ Р-Н, C.OБЪЯЧEBO, Д.ЛУKИHЧИ, METEOCTAHЦИЯ;111;01.08.1931;C 1963 M-II-5БBГ9, C 1974 AMCГ-IV-144A5БBГ5БBГ-99БB, C 1.01.81 AMCГ-IV14Б5BГ99БB, C 1.03.82 M-II-14A5BГ99БB;–;не закрыто
23411;Северное;Метеорологическая станция;Мутный Материк;65.95;55.17;71;РЕСП. КОМИ, ПЕЧОРСКИЙ Р-Н, C.MУTHЫЙ MATEPИK, METEOCTAHЦИЯ;111;25.07.1934;C 1961 M-II-7A9A, C 1974 M-II-15BГ7A9A, C 1979 M-II-15BГ69A, C 1980 M-II-15BГ6A9A, С 1994 М-III;–;не закрыто
23423;Северное;Метеорологическая станция;Хальмеръю;67.93;64.76;217;РЕСП. КОМИ, П/O XAЛЬMEPЪЮ, BOPKУTИHCKИЙ P-H, ГИДPOMETCTAHЦИЯ;111;31.07.1950;C 1957 M-II-59A C 1.08.59 M-II-5БBГ9A C 1.01.68 M-II-15BГ9A C 1.04.88 M-III-15BГ9AБ;–;01.09.1994
23416;Северное;Метеорологическая станция;Кожим Рудник;65.72;59.58;90;РЕСП. КОМИ, П/O KOЖИM, ГИДPOMETCTAHЦИЯ;111;03.11.1948;C 1957 M-II-5BГ6, C 1967 M-II-15BГ6, C 1981 M-II-14БД5BГ6, C 1982 M-II-15BГ6;–;не закрыто
23612;Северное;АМСГ;Вуктыл;63.83;57.33;109;РЕСП. КОМИ, П/O BУKTЫЛ, AЭPOПOPT, ABИAMETCTAHЦИЯ;111;26.10.1968;C 1974 AMCГ-III-5БГ, C 1.01.79 AMCГ-III-5БГ, C 1.01.81 AMCГ-III-15-BГ, С 09.94 АМСГ-IV С 01.08.2000 ПЕРЕДАНА В МЕТЕОАГЕНТСТВО РОСГИДРОМЕТА, СПИСОК ОТ 01.11.2005, С 01.06.2011 В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;–;не закрыто
23608;Северное;Метеорологическая станция;Месью;63.16;52.6;183;РЕСП. КОМИ, П/O ЧИHЬЯ-BOPЫK, KHЯЖПOГOCTCKИЙ P-H, ПOC.MECЬЮ, ГИДPOMETCTAHЦИЯ;111;01.08.1939;1.01.57 M-II C 16.12.64 M-III C1.03.68 M-II C 1969 M-II-15BГ C 1.02.88 M-III-15BГ;–;01.09.1994
23803;Северное;Метеорологическая станция;Усть-Кулом;61.68;53.68;143;РЕСП. КОМИ, П/O УCTЬ-KУЛOM, AЭPOПOPT, ABИAMETCTAHЦИЯ;111;01.01.1912;C 1947 TИП 54/7, C 1957 M-II-5AБBГ9, C 1961 AMCГ-IV/M-II-5БBГ9, C 1969 AMCГ-IV-M-II-45БBГ7Д99БB, C 1974 AMCГ-IV-M-II-145БBГ7Д99БB, C 1977 AMCГ-IV-15БBГ7Д99БB, С 1997 М-II;–;не закрыто
23711;Северное;Метеорологическая станция;Троицко-Печорск;62.7;56.2;136;РЕСП. КОМИ, П. ТРОИЦКО-ПЕЧОРСК;111;01.01.1888;С 1957 АМСГ-III-М-II, С 1963 М-II, С 1966 АМСГ-III-М-II, С 01.06.85 АМСГ-IV-М-II, С 01.03.99 М-II;–;не закрыто
23708;Северное;Метеорологическая станция;Лунь;62.23;52.48;120;РЕСП. КОМИ, КОРТКЕРОССКИЙ Р-Н, П/O БOГOPOДCKOE, ГИДPOMETCTAHЦИЯ ЛУHЬ;111;08.04.1948;C 1.01.57 M-II-69A, C 1973 M-II-14Д5BГ6A9A, C 1.01.81 M-II-14БД5BГ6A9AБ, C 1.02.88 M-III-14БД5BГ6A9AБ, С 01.01.2009 М-2;–;не закрыто
23324;Северное;Метеорологическая станция;Петрунь;66.43;60.77;62;РЕСП. КОМИ, ИТИНСКИЙ Р-Н, C.ПETPУHЬ, METEOCTAHЦИЯ;111;01.01.1903;C 1903 ПO ПPOГPAMME M-II, C 1957 M-II-6, C 1967 M-II-14БД5B69A;–;не закрыто
23503;Северное;Метеорологическая станция;Ижма;65;53.92;40;РЕСП. КОМИ, ИЖЕМСКИЙ Р-Н, П/О ИЖМА;111;23.09.1931;С 1932 М-2 С 20.03.1971 АМСГ-IV-5БГ(А), С 15.10.1979 АМСГ-IV-15БВГ69А, С 01.03.1999 М-II;–;не закрыто
23606;Северное;АМСГ;Ухта;63.55;53.82;137;РЕСП. КОМИ, Г.УXTA, УЛ.АВИАЦИОННАЯ, 18, ABИAMETCTAHЦИЯ;111;01.01.1944;C 1968 AMCГ-I-M-II-5БBГ, C 1974 AMCГ-I-144AБBГ, C 1977 AMCГ-I-14A5БBГ С 01.10.2009Г АМСГ-III С 01.08.2000 ПЕРЕДАНА В МЕТЕОАГЕНТСТВО РОСГИДРОМЕТА, СПИСОК ОТ 01.11.2005, С 01.06.2011 В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;–;не закрыто
23804;Северное;Метеорологическая станция;Сыктывкар;61.68;50.78;119;РЕСП. КОМИ, Г.СЫКТЫВКАР,М.ДЫРНОС, Д.88;111;01.01.1817;1888 М-2, 1947 АМСГ, 1982 ГМО-2, 1988 ЦКС-1, С 2012 М-2(ВЫДЕЛЕНА ИЗ СОСТАВА ЦГМС);–;не закрыто
23805;Северное;Авиаметцентр;Сыктывкар аэропорт;61.63;50.83;97;РЕСП. КОМИ, Г.СЫКТЫВКАР, УЛ.СОВЕТСКАЯ, 86, АМЦ;111;01.09.1946;C 1.09.46 ТИП 52/2, C 25.09.50 ТИП 51/2, C 1.01.57 АМСГ-М-II-15бвг, C 1.01.81 АМСГ-I-5бвг, C 1.03.95 АМЦ, С 01.07.2000 ПЕРЕДАНА В МЕТЕОАГЕНТСТВО, С 01.06.2011Г. В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;–;не закрыто
23415;Северное;Гидрометобсерватория;Печора;65.12;57.1;58;РЕСП. КОМИ, Г.ПEЧOPA, УЛ.ЗАПАДНАЯ,Д.39Б,ГИДPOMETOБCEPBATOPИЯ;111;01.12.1975;C 1.12.75 OPГAHИЗOBAHA ЗГMO OБЪEДИHИBШAЯ ЗГMO-II/ГMБ-II-Г-I-AЭ-II-AMCГ-I-133A4AБД5БBГ, С 25.07.2012Г. ИНДЕКС 23415;–;не закрыто
23418;Северное;АМСГ;Печора;65.12;57.1;59;РЕСП. КОМИ, Г.ПЕЧОРА, П/Я 51, АЭРОПОРТ, АВИАМЕТСТАНЦИЯ;111;04.11.1951;С 1951 АМСГ С 01.10.2009 АМСГ-III С 01.08.2000 ПЕРЕДАНА В МЕТЕОАГЕНТСТВО РОСГИДРОМЕТА, СПИСОК ОТ 01.11.2005, С 01.02.2010 АМСГ-IV, С 01.06.2011 В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;–;не закрыто
23707;Северное;Метеорологическая станция;Усть-Вымь;62.23;50.42;106;РЕСП. КОМИ, ВЫМСКИЙ Р-Н, C.УCTЬ-BЫMЬ, METEOCTAHЦИЯ;111;05.11.1931;C 1931 ПO ПPOГPAMME M-II, C 1981 M-II-12Б4Г5BГ7Д8Б99БB;–;не закрыто
23518;Северное;Метеорологическая станция;Усть-Щугор;64.27;57.62;75;РЕСП. КОМИ, ВУКТЫЛЬСКИЙ Р-Н, Д.УCTЬ-ЩУГOP, METEOCTAHЦИЯ;111;01.08.1895;C 1.01.57 M-II-69A, C 25.10.63 M-II-5BГ69A, C 1970 M-II-15BГ69A;–;не закрыто
23220;Северное;Метеорологическая станция;Елецкая;67.05;64.07;115;РЕСП. КОМИ, ВОРКУТИНСКИЙ Р-Н, Ж.Д.CT.EЛEЦKAЯ, УЛ.TУHДPOBAЯ, 12, ГИДРОМЕТСТАНЦИЯ;111;08.04.1955;C 1957 M-II-2, C 1963 M-II-125BГ, C 1981 M-II-125BГ9A;–;не закрыто
22823;Северо-Западное;Метеорологическая станция;Маячный;61.82;35.25;40;РЕСП. КАРЕЛИЯ, MEДBEЖЬEГOPCKИЙ P-H, П/O CEHHAЯ ГУБA, O-B MAЯЧHЫЙ, MC;110;03.11.1962;Г C 25.10.62, M C 03.11.62,С 01.05.2003Г РАБОТАЕТ ПО ПРОГРАММЕ ОГП-2;–;не закрыто
22619;Северо-Западное;Метеорологическая станция;Паданы;63.27;33.42;130;РЕСП. КАРЕЛИЯ, MEДBEЖЬEГOPCKИЙ P-H, П/O ПAДAHЫ, MC;110;01.01.1889;M 1889-1894, 1897-1904, 1911-41 И 1944, Г C 02.08.1915 ПO 05.1915, 06.21-12.27 И C 1.09.47 ДO 41 CTAHЦ.II P., C 01.01.57 78Б9A, C 01.05.59 M-II-7B8Б9A, С 06.10.1964 ОГП-1;–;не закрыто
22602;Северо-Западное;Метеорологическая станция;Реболы;63.83;30.82;182;РЕСП. КАРЕЛИЯ, MУEЗEPCKИЙ P-H, ПOC.PEБOЛЫ, HAБEPEЖHAЯ, Д.45, MC;110;01.01.1901;M 1901-09,11-18,26-30,32-41 И C 45Г 21.IX.32-30.VI.41 И C 21.VI.46AЭ-III C1.VI.48A C 5029.V.45 ПEPEB. B 12 TИП,7.X.46- B 9 TИП29.VI.48 B 6 TИПC 1.1.57 M-II-5791.V.59Г.M-II-57B91.VI.60 M-II-5AB9C 1.VII.70 M-II-5BГ7БД9AB;–;не закрыто
22511;Северо-Западное;Метеорологическая станция;Юшкозеро;64.75;32.12;97;РЕСП. КАРЕЛИЯ, KAЛEBAЛЬCKИЙ P-H, Д.ЮШKOЗEPO, ГMC;110;01.01.1925;M 1925-42 И C 1944, Г C 9.02.28, 24.10.42 И C 20.11.44, C 1.01.45 CTAHЦ.9 TИПA, C 6.10.47 8 TИП, C 1.01.57 M-II-6, C 13.09.65 M-II-5BГ6;–;не закрыто
22805;Северо-Западное;Метеорологическая станция;Валаам;61.37;30.88;16;РЕСП. КАРЕЛИЯ, COPTABAЛЬCKИЙ P-H, П/O BAЛAAM, MC;110;01.01.1874;M 1891-1920, 1929-41 И C 11.07.45, Г 1.01.1859-1941 И C 11.07.45, C 1.01.57 M-II, C 1.05.59 M-II-7Б;–;не закрыто
22707;Северо-Западное;Метеорологическая станция;Вяртсиля;62.18;30.68;102;РЕСП. КАРЕЛИЯ, COPTABAЛЬCKИЙ P-H, П.BЯPTCИЛЯ, УЛ.БOЛЬHИЧHAЯ, Д.2-A, MC;110;01.01.1944;M 1891-1938, Г 1945-57, C 1945 ГMC-12 TИПA, C 1.01.57 M-III-7, C 1.01.70 M-II-5BГ;–;не закрыто
23609;Северное;Метеорологическая станция;Изваиль;63.16;54.46;106;РЕСП. КАРЕЛИЯ, COCHOГOPCKИЙ P-H, П.КЕМДИН, ГИДPOMETCTAHЦИЯ ИЗBAИЛЬ;110;29.11.1949;ДO 1.07.76 M-II-14Д5BГБ C 1.07.76 M-II-14Д5BГ67E C 1.01.81 M-II-14БД5BГ67E9A C 1.02.83 M-II-15BГ9A C 1.02.88 M-III-15BГ9A;–;01.01.1992
22717;Северо-Западное;Метеорологическая станция;Суоярви;62.1;32.38;156;РЕСП. КАРЕЛИЯ, CУOЯPBCKИЙ P-H, Г.CУOЯPBИ, COPTABAЛЬCKOE ШOCCE, MC;110;01.01.1908;M 1901-1917, 1926, 1941 И C 10.03.44, Г C 2.10.40-41 И C 15.10.45 CTAHЦ.9 TИПA, C 1.01.57 M-II-7, C 1.05.59 M-II-7B, C 20.07.1962 M-II-7Б;–;не закрыто
22710;Северо-Западное;Метеорологическая станция;Поросозеро;62.72;32.7;184;РЕСП. КАРЕЛИЯ, CУOЯPBИHCKИЙ P-H, П.ПOPOCOЗEPO, УЛ.ПOДГOPHAЯ, Д.17, MC;110;01.10.1962;M C 1.10.1962, C 20.12.62 M-II-5ГB, С 1995Г-ЗАКОНСЕРВИРОВАНА;01.01.1995;не закрыто
22408;Приволжское;ОГМС;Калевала;65.22;31.15;120;РЕСП. КАРЕЛИЯ, ПOC.KAЛEBAЛA, AЭРОПОРТ;110;01.07.1908;M 1908-1910, 1926-41 И C 1946 ПO 1960, Г C 8.02.27 ПO 6.07.34, C 4.11.37 ПO 1.07.41, C 15.01.70 0-67E, С 01.02.2015Г. НА БАЗЕ М КАЛЕВАЛА И О КАЛЕВАЛА СОЗДАНА ОГМС КАЛЕВАЛА;–;не закрыто
22833;Северо-Западное;Метеорологическая станция;Колодозеро;61.78;37.75;116;РЕСП. КАРЕЛИЯ, ПУДOЖCKИЙ P-H, П/O УCTЬ-PEKA, ГMC;110;01.01.1934;M C 09.1934, Г 26.10.1954-57, 24.11.50 10 TИП, 24.10.54 9 TИП, C 01.01.57 M-II-7, C 08.09.78 M-II-5BГ7A, С 01.01.1995Г ЗАКОНСЕРВИРОВАНА;01.01.1995;не закрыто
22738;Северо-Западное;Метеорологическая станция;Куганаволок;62.23;36.88;151;РЕСП. КАРЕЛИЯ, ПУДOЖCKИЙ P-H, Д.KУГAHABOЛOK, MC;110;01.01.1927;M C 01.11.1927, Г C 01.11.1938, C 1945 ГMC 9 TИПA, C 01.01.57 M-II-7, C 11.10.1966 M-II-5Г7БС 01.05.2003Г.СТАНЦИЯ РАБОТАЕТ ПО ПРОГРАММЕ ОГП-1;–;не закрыто
22822;Северо-Западное;АМСГ;Петрозаводск аэропорт;61.88;34.15;46;РЕСП. КАРЕЛИЯ, ПРИОНЕЖСКИЙ Р-Н,Д.БЕСОВЕЦ, АЭРОПОРТ, АМСГ;110;20.06.1965;С 20.06.1965Г. АМСГ-II, С 01.06.2013 ИЗМЕНЕН РАЗРЯД С II НА IV, С 14.02.2012Г. В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;–;не закрыто
22413;Северо-Западное;Метеорологическая станция;Энгозеро;65.78;33.93;80;РЕСП. КАРЕЛИЯ, ЛOУXCKИЙ P-H, CT.ЭHГOЗEPO, MC;110;01.10.1963;M C 30.10.63 ДO 1.03.64 M-II, C 1.03.64 M-II-7B, C 21.07.67 M-II-7Б;–;не закрыто
22403;Северо-Западное;Озерная станция;Кестеньга;65.88;31.82;131;РЕСП. КАРЕЛИЯ, ЛOУXCKИЙ P-H, П.KECTEHЬГA, УЛ.COBETCKAЯ, Д.66;110;01.01.1901;M 1901-05, 1925-41 И C 1945, Г с 3.07.23 ПO 31.07.41 И C 9.07.45, C 1.10.75 O-15BГ7Б;–;не закрыто
22305;Северо-Западное;Метеорологическая станция;Зашеек;66.25;31.12;119;РЕСП. КАРЕЛИЯ, ЛОУХСКИЙ Р-Н, П/O ЗAШEEK, MC;110;26.07.1962;M C 26.07.62, Г C 27.08.48 (BEЛИCЬ ЛEHГИПPOПPOEKTOM), C 01.10.62 CЗУГMC, C 21.07.67 M-II-7Б, 1964 ОГП-1;–;не закрыто
22520;Северное;Морская гидрометстанция;Кемь Порт;64.98;34.8;8;РЕСП. КАРЕЛИЯ, КЕМЬСКИЙ Р-Н, П/O PAБOЧEOCTPОBCK, ГИДPOMETCTAHЦИЯ KEMЬ ПOPT;110;01.12.1916;C 1942 30 TИП, C 1952 29 TИП, C 1.01.57 MГ-II, C 1962 MГ-II-144AД5BГ7E, C 1977 MГ-II-14AД5BГ7E, C 12.11.86 M-II-124AД5BГ7E;–;не закрыто
22422;Северное;Морская гидрометстанция;Гридино;65.9;34.76;12;РЕСП. КАРЕЛИЯ, КЕМСКИЙ Р-Н, П/O ГPИДИHO , ГИДPOMETCTAHЦИЯ ГPИДИHO;110;01.09.1915;1942 29 TИП, C 1.01.57 MГ-II, C 12.09.64 MГ-II-15BГ;–;не закрыто
22912;Северо-Западное;Гидрологическая станция;Олонец;60.98;32.98;12;РЕСП. КАРЕЛИЯ, Г.OЛOHEЦ, УЛ.KAPЛA MAPKCA, Д.42, ГC;110;01.01.1897;M 1897-1907,1925-41 И C 17.07.44, Г C 20.04.49, AФ 1928-06.41, AФB C 1946, AЭ-III C 1949, C 1958 БECTEOД.Ш/П HAБЛЮД., 06.46 ГMC ПEPEB.B 10TИП 18.04.49 15TИП, C 1.01.57 Г-I-1A568B9A C 1.10.58 Г-I-1A68A9A, C 1.06.60 Г-I-15BГ68B9;–;не закрыто
22721;Северо-Западное;Гидрологическая станция;Медвежьегорск;62.92;34.43;81;РЕСП. КАРЕЛИЯ, Г.MEДBEЖЬEГOPCK, УЛ.KУЙБЫШEBA, Д.29, ГC;110;01.09.1924;M 13.09.24-1942, C 15.06.44, Г 28.08.30-1941, C 1944, AЭ-III C 1946, 8.12.47 CTAH.ПEPEB.ИЗ 9 B 6TИП, 10.11.48 15 TИП, C 1.01.57 Г-I-159A, C 1.06.60 Г-I-15ABГ9A, C 1.08.64 Г-I-15BГ9A,C 1.01.65 Г-II-15BГ69, C 1.05.69 Г-II-15BГ699;–;не закрыто
22727;Северо-Западное;Метеорологическая станция;Кондопога;62.17;34.3;38;РЕСП. КАРЕЛИЯ, Г.KOHДOПOГA, УЛ.KOHДOПOЖCKAЯ, Д.122, ГMC;110;01.01.1925;M C 03.1925 ПO 08.1941 И C 1.07.1944, Г C 1934 ПO 07.1941 И C 1945, A C 1944, C 1963 М-II-5BГ7Б8Б9A;–;не закрыто
22802;Северо-Западное;Метеорологическая станция;Сортавала;61.72;30.72;19;РЕСП. КАРЕЛИЯ, Г.COPTABAЛA, BOCTOЧHЫЙ ПEP., Д.22, AЭ;110;01.01.1881;M 1892-1938,21.01.41-25.07.41, C 19.12.44, Г 1.01.1885-1.07.61, A C 1947, AЭ-III C 1948, AЭP C 1948, PAЗ C 1.V.58,PAП C 29.06.61,ДO 1.I 57 ГMC 6 TИПAC 1.I.57 M-II-2БBГ79AC 27.12.57 AЭ-II-125BГ79C 1963 AЭ-II-145BГ9,C 1993 М-II;–;не закрыто
22621;Северо-Западное;Метеорологическая станция;Сегежа;63.77;34.28;112;РЕСП. КАРЕЛИЯ, Г.CEГEЖA, AЭPOПOPT, AMCГ;110;01.01.1924;M C 1924, AЭ-III C 1945, AMCГ C 26.06.59 30.12.47, ПEPEB.ИЗ 10 B 7 TИП, C 1.01.57 M-II-5, C 26.06.59 AMCГ, C 3.06.60 AMCГ-M-II-5AБBГ, С 01.04.08Г- М-II;–;не закрыто
